MinOfORF,Mass_Tag_ID,CTR_,P10A,P10B,P11A,P11B,P12A,P12B,P13A,P13B,P14A,P14B,P15a,P15B,P16a,P16B,P17a,P17B,P18A,P18B,P19A,P19B,P1A_,P1B_,P2A_,P2B_,P3A_,P3B_,P4A_,P4B_,P5A_,P5B_,P6A_,P6B_,P7A_,P7B_,P8A_,P8B_,P9A_,P9B_
IPI:IPI00019580.1,10102691,1.209458211,,-1.077429394,,,-0.78488789,-1.57628596,-0.789863452,0.389992248,-0.567230693,0.056060019,-0.570741983,-0.949438216,-1.829469669,-0.390605851,-1.355849281,0.045864259,-1.179052655,-0.154953812,,0.086743728,,,,,,,0.225183018,,,,,,,,,-0.711139475,-0.418130109,-0.475565513
IPI:IPI00019580.1,10108466,4.219890287,2.353841171,3.880191657,,,,3.094681832,2.737147472,4.608849017,4.5614913,4.063958673,,4.509980016,2.205239093,4.627964157,2.324101039,4.666074948,4.218592137,4.461166181,2.135887769,3.226467084,,,,,,2.38273075,,,,,,,,,0.521225851,3.351259254,3.322796732,3.554003606
IPI:IPI00019580.1,10111392,-0.609762389,-1.802942332,-1.059239018,-2.019518577,-1.605316601,-1.623018882,-1.619370905,-1.375662774,-1.208780535,-0.736375608,,-0.935248529,-0.864409896,,-1.362425566,-1.309013328,-1.306288995,-0.816383725,-1.233266312,-1.178056601,-0.902855907,-0.800666352,-0.764299093,-0.849028018,,,-2.076547099,-0.928532339,-1.153248499,-1.486383385,-1.055410926,-1.401050642,-1.253039938,-0.66408203,-1.19521362,,-1.286788912,-1.715774111,-1.845949393
IPI:IPI00019580.1,10118213,1.171350404,-0.918736708,0.589580193,-0.341023233,-0.333501916,0.431783855,-0.269751083,-0.185530064,,,0.760791555,0.189621818,1.301702997,-0.855838357,0.657511503,-0.834655254,0.612792479,0.703840602,0.903396611,-0.804579461,0.081759085,0.564612641,0.162439205,1.28303174,-0.76293408,0.05194208,-1.271811007,2.101169843,0.964860346,0.207114954,0.409191471,-0.92732094,0.379768831,1.030900628,-0.441818616,-1.649495828,0.245258482,-0.039475852,-0.17821877
IPI:IPI00019580.1,10119467,0.569471025,-1.778572151,-0.383364591,-1.760931327,-0.803841427,-0.454710008,-0.866648807,-0.964818563,0.462697449,0.510896542,-0.081627516,-0.95354154,0.554468901,-1.834680638,0.38128487,,-0.551836269,-0.063752411,0.171766275,,-0.569130438,-0.315173519,-0.731758345,0.35335139,-1.425942284,-0.385765858,,0.833969076,-0.000964915,-1.079409495,-0.737213109,-1.637399169,-0.576829712,-0.279460739,-0.716687848,,-0.844901237,-1.073812291,-0.744657589
IPI:IPI00019580.1,10124275,,,,,,,,,,,,,,,,0.104162773,,,,,,,,,,,,,,,,,,,,,,1.008252879,
IPI:IPI00019580.1,10150279,-1.066732145,,-0.796930195,-1.955165793,,-0.654913399,-1.362042885,-1.436438393,0.053926218,-0.654809756,-0.082067112,,-0.033256283,,-0.251999524,,-0.761658644,-1.062419626,0.175053253,,,-1.253909322,-0.835657374,-0.059454104,,-0.962882558,,0.096650149,-0.315535429,-1.718680382,-1.06402266,,-0.970818495,-0.869560334,-0.718825729,,-1.16756966,-1.276130756,-1.097871365
IPI:IPI00019580.1,10165462,1.799374768,,1.287597745,-0.852096308,0.412535758,,,0.312882735,,,1.50041291,0.489902131,1.89585092,-0.841148793,,-0.904963905,2.024055277,1.594404935,,-1.109964036,0.437908817,0.904859409,0.778754746,2.07926203,-0.282448737,1.159291515,-1.014703769,,1.480754136,0.195219376,0.735888348,-0.459993936,1.183831163,1.521058442,0.736789368,,0.122254374,,0.28557041
IPI:IPI00019580.1,10175229,-0.208316855,-1.709231074,-0.448280124,-1.861753066,-1.246997007,-0.772882329,-1.014778713,-1.218370389,-0.110268646,-0.034972052,-0.448953259,-1.338799349,-0.073817444,,-0.2618218,-1.688039879,-0.21171274,-0.541649058,-0.209854111,-1.899955286,-1.181096951,-0.90618704,,0.080414577,-1.505958159,,-2.057858161,0.336793455,-0.341350265,-1.289711637,-0.910052402,-1.650850791,-0.718402629,-0.419389304,-0.942504451,,-1.013267482,-0.977372303,-1.026810035
IPI:IPI00019580.1,10176766,,,,,,,,,,,0.672973111,,1.903033375,,,,-0.604937853,,0.989672594,,,,-0.603176674,,-1.187805683,-0.458223411,,,0.40518425,-1.166841358,-1.255089991,,-0.562554998,-0.357866269,-0.784954851,,-0.28225259,,
IPI:IPI00019580.1,10180356,0.827525824,-1.218826802,0.399892319,-1.2377037,-0.543978687,0.290840192,-0.347315682,-0.355256681,1.119162891,1.214522858,0.525064521,-0.480064618,0.988828151,-1.48385345,0.667670364,-1.532954466,0.876879252,0.43213838,,-1.423276354,-0.281131051,-0.049451796,-0.513424742,1.064100421,-1.226928839,-0.420401376,-1.790384272,1.71991773,0.67955108,-0.574445327,-0.191501011,-1.303783598,0.000715647,0.393159019,-0.282926391,,-0.076011435,-0.189577887,-0.203733674
IPI:IPI00019580.1,10180927,,0.497560598,,,,,,,,,,,,,,,,,,,-0.487816694,,,,,,,,,,,,,,,0.540208692,,,
IPI:IPI00019580.1,10182370,-0.260741432,-0.872127728,0.430845291,-0.989862641,-0.546630817,0.351209046,-0.403871803,-0.21842683,1.110316851,0.789308491,0.687440479,-1.335714366,1.074316038,-1.021205736,0.85595157,-2.233864755,0.647472024,0.098561865,0.972482689,,-1.256815113,-0.253225131,-0.251879797,0.800663199,-0.994638415,-0.0495137,-1.5037086,1.205206105,0.600160541,-0.676613362,-0.110251921,-1.087676856,-0.021638587,0.283090935,0.054465746,-2.493367252,-0.034056173,-0.172996118,0.013011615
IPI:IPI00019580.1,10184835,,,,,,,,,,,,,,,2.198140373,,,,,,1.793398725,,1.224576914,,,,,,,,,,,,2.524685417,,,,
IPI:IPI00019580.1,10184849,,,0.790667899,,,,,,,2.792036625,2.29293012,,2.446741427,,2.091330182,,,2.070597947,,0.266737719,,0.7947453,0.505914438,,0.302861772,0.955392552,,,,0.728840687,0.935502119,,,,,,0.673833037,0.282216435,1.410104941
IPI:IPI00019580.1,10188176,-0.478765247,,-1.016305944,-2.046626126,,-1.409433873,,-1.957043693,-0.870002146,-0.807544741,-1.063884405,-1.487939477,-0.384627146,,-1.173895441,,,-1.218904191,-0.722133937,-1.477127028,-1.562333097,-1.190481263,-1.030398987,-0.650874482,,-1.09609063,,-0.205615001,-0.673418196,-1.630936985,-1.046959518,,-1.14599233,-0.960778051,-1.252400822,,-1.469939733,-1.480767256,
IPI:IPI00019580.1,10266730,1.903487271,0.359751821,1.782840018,,,1.405856692,1.005165947,0.697519542,2.386105618,2.4380816,1.705850128,0.634591821,2.380196933,0.223238832,2.189072068,0.193421434,2.394858675,1.812597331,2.079467261,0.242797983,0.789630157,1.290253666,,,,,0.014293115,,2.395527208,0.811207404,,,,,,,1.002663603,0.956327854,1.114443594
IPI:IPI00019580.1,10270428,-0.327176662,,-2.216357623,-1.914449767,,,,,,-2.183510993,,-1.522041809,,,,,-1.800859028,,,-1.503661004,-1.611949619,,-1.761927919,,-2.207798557,,,-1.522025899,-1.847718359,-1.846987407,-1.136455537,,-1.608409758,-1.945826597,,-2.697271717,,-1.453972073,
IPI:IPI00019580.1,10288576,0.105698246,-1.266273462,-0.399292583,-1.55307631,,-0.891964737,-1.211103939,-1.367150534,-0.575442105,-0.592418798,-0.363520673,-1.02712439,0.169276197,,-0.590196931,-1.317107153,-0.975885022,-0.554799045,-0.05271297,-0.872587111,-0.952327056,-0.599637115,-0.045374334,0.115225814,-1.174200934,-0.308961922,-1.606806454,0.219174842,-0.157502156,-0.767679713,-0.462030763,-1.129788644,-0.524256211,-0.303510845,-0.835782384,,-0.739159086,-0.85210029,-1.19681738
IPI:IPI00019580.1,10466661,0.044220628,,-0.458453075,-1.576181937,,-0.963862632,-1.107519462,-1.234418738,,0.199753357,-0.33335761,,0.17000921,,,,0.077082795,,,,-0.857597202,-0.407323987,-0.971232967,0.171508505,,-0.951133553,,0.892021718,-0.052769772,-0.833403593,-0.714146384,-1.78114846,-0.566065051,0.041096384,-1.264837837,,-1.189669743,-0.931684852,-1.247746134
IPI:IPI00019580.1,13542108,,,,,,,,,,,2.808186291,,3.576117553,,1.793675811,,1.027937183,0.765082086,,,,0.78788073,,,0.643981693,,,,,,0.114821625,,1.30218551,1.428242585,,,1.629980335,0.47850632,1.24663754
IPI:IPI00019580.1,15314493,-0.047466298,,,-1.790010494,,,,-1.259608153,-0.337909092,-0.342460272,-0.760910179,,-0.199982251,,,,,,,,-1.173476355,-1.204961894,-1.054096555,-0.394831625,,-1.031957011,,-0.053363054,-0.502423236,-1.378867483,-1.24272197,-1.921665599,-1.259353027,,-1.298829348,,-1.340745338,,-1.491932927
IPI:IPI00019580.1,15325532,,,,0.650916344,2.36551712,2.914567857,,2.228999681,3.906831388,4.140812174,3.377061955,2.378794063,3.960073294,,,,,3.295772947,,,,,,,,,,,,,,,,,,,,,
IPI:IPI00019580.1,15355199,2.487181381,1.594438131,3.461688821,1.295768459,2.141488478,3.247960096,2.237782948,2.563117986,4.701678112,3.823631558,4.172854672,1.188254277,4.667800661,1.423198722,4.015755406,-0.141797472,4.012534435,3.09506485,3.836655411,-0.168860652,1.473987822,2.781449415,,4.37794735,2.089026786,,1.254400394,5.152589276,4.066504784,2.355954987,2.434526271,1.529347644,,3.306481431,2.596230801,0.027816931,2.771350994,2.671113255,2.984735888
IPI:IPI00019580.1,15375091,0.356371152,-0.791930218,0.701520261,-0.945438267,-0.48870596,0.211462968,-0.171735709,-0.190056813,1.163671081,1.004452896,0.527330366,-0.942179538,1.096634327,-0.981617258,0.92200442,-1.602308484,0.883175333,0.263093315,0.824300784,-1.318496638,-0.610352811,-0.033958432,-0.164025558,1.022518278,-0.987830127,0.14069581,-1.356461947,1.339878426,0.63787713,-0.401483087,-0.094628801,-1.190543914,0.064976671,0.329567954,-0.09402638,-2.436972102,-0.020162896,0.020124811,0.179282123
IPI:IPI00019580.1,15463027,0.957846125,-1.369314633,0.114959657,-1.560555549,-0.295445936,0.172857558,-0.196775849,-0.408780697,1.13048706,1.116454205,0.447560249,-1.432074489,1.020818215,,0.775148862,-1.337817621,1.283016862,0.648718238,0.37511583,,-0.200773231,-0.054182678,,0.867513928,-1.192415307,,-1.840823528,1.595036633,0.403531238,-0.614226707,0.011241113,-1.000121373,0.206615155,0.498699328,-0.16042313,,-0.2060693,0.000311481,-0.327503191
IPI:IPI00019580.1,15495996,,,,-0.01741474,,,,0.532237539,,,,,,,,,,,,,,0.205168836,0.077997083,0.497932073,,,,1.577202793,0.485421118,-0.060124157,0.191987724,-6.42E-07,0.975523996,0.703144183,0.516274731,,,,
IPI:IPI00019580.1,33669288,0.785985116,,0.562886092,,0.170164773,,,,,,1.025923895,0.503645465,,,,-0.627689364,,,,,,,,,,,,,,,,,,,,,-0.149848209,,0.170229508
IPI:IPI00019580.1,33689419,-1.567999056,,,,,,,,,,-1.676588583,,-1.16014918,,,,,,,,-2.361566437,,,-1.043790469,,,,-0.90405791,,-2.324579772,-1.385819338,,,,,,,,
IPI:IPI00019580.1,35609439,,,,,,,,,,,,,-0.422364655,,,,,,,,,,,-0.356742033,,,,,-0.817052808,-1.371864069,-1.033977099,,,,,,-0.47511153,,-1.064662159
IPI:IPI00019580.1,46538647,2.088281862,,,,,,1.187008718,,,2.992421075,,,3.204071166,0.787763453,3.229678391,-0.275200439,3.029720933,2.135971528,3.077412474,,1.101375199,,,,,,,,,,,,,,,,,,
IPI:IPI00019580.1,63932372,,,,,,,,,-0.455081846,,,,-0.482837954,,,,,,,,-0.833299402,,,,,,,-0.429864937,,,,,,,,,,-0.881688307,
IPI:IPI00019581.1,6654491,1.024830686,-0.251276855,0.177431514,1.043728114,-0.828042218,,0.80314655,0.977643298,0.390673495,-0.131809743,0.479510525,-0.084986378,-0.499012711,-0.02981942,-0.862266502,0.375069765,-0.572783254,,0.177111462,1.089988088,0.235901734,-0.602124033,-0.404086367,0.208914937,,-0.18651428,0.050175182,0.744859654,0.878668783,0.805468255,-1.124312124,-0.701659368,-0.180459099,-0.420079151,,-1.099281188,-0.682558459,0.015116558,-0.166599465
IPI:IPI00019581.1,10110889,1.897083093,0.523729448,0.847938894,,,-0.536897757,1.078675636,1.379954494,,,0.909833576,0.311462496,0.238147309,0.156767217,-0.323910312,0.457494008,0.08642564,-0.209863094,0.61977013,0.92304843,1.025887008,,0.553054954,0.965608928,0.958024887,,0.906196233,,,1.872635474,0.135454672,0.180198726,,0.977120893,,,0.009742596,0.525352388,0.383554765
IPI:IPI00019581.1,10346053,,,-0.920576911,,,,,,,,-0.559947744,,-0.460980585,,,-0.017778238,,,0.081274986,,,,,0.018504939,,,-0.099635413,,0.298474773,0.253955195,,,0.31594853,,,-1.019213934,,,-0.786868496
IPI:IPI00019581.1,13542776,,-0.818498031,-0.262652865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.815762799,-0.308223909,-0.743351689
IPI:IPI00019581.1,15300375,,,0.286137969,0.987537702,,,,,,0.716635348,,,,,,,,,,,,-0.232784587,0.229069343,-0.143092423,0.215281337,0.291728579,-0.114811555,0.039463717,0.401445685,0.663478566,-0.948994059,-0.894029351,0.61254171,-0.357692673,,,-0.762682759,,-0.313004447
IPI:IPI00019581.1,15308243,1.786951378,,0.277506195,1.137620122,-0.883194395,,0.673061645,0.97701845,0.206233806,,0.704596222,-0.581435616,-0.350576512,,-1.183000026,,-0.869198833,,0.231194547,0.629186671,0.651583318,-0.565724568,-0.467142972,0.147656133,0.115375357,-0.308630273,0.026805024,0.455719474,1.280662217,1.012868223,-1.308323936,-1.322885868,0.135440006,-0.42071369,,,,-0.088751757,-0.267698912
IPI:IPI00019581.1,15311726,1.43981297,-0.191040908,-0.021742813,,,,,,,,0.949460093,,-0.361396543,-0.224227779,-0.47298169,0.555578264,-0.257989516,-0.234333738,,0.701218207,0.373817946,,,,0.798492063,,0.377587611,,,,,,,,,,,0.247298296,
IPI:IPI00019581.1,15322469,,,,,,,,,,,,,,,,,,,,,0.441550658,,,,,,0.331669914,,,0.975536977,,,,,,,-0.164209803,0.593253709,0.172853287
IPI:IPI00019581.1,15355466,4.220080086,1.185159798,2.032736291,1.972656383,0.788890241,0.023637354,2.315479806,2.542041048,1.73270107,1.423985101,2.410172352,1.048909405,1.351515271,1.354381122,0.529632561,1.786623858,0.820516238,0.845571764,1.563422683,1.729445237,1.972584899,0.731997601,,2.033353068,2.219475707,,2.164027433,3.025490557,3.870562442,3.355580929,0.778251464,0.649373898,2.222104753,1.845174801,-0.312134173,-0.020230842,1.041025884,1.509752696,1.534637022
IPI:IPI00019581.1,15383568,,-0.414721811,-0.135520549,,,,,0.087775664,-0.038185841,-0.854531667,,,,,,,-0.763839585,,,,,,,,,,,,,,,,,,,,-0.565870494,0.110856654,-0.228005578
IPI:IPI00019581.1,15432719,,-0.746465396,-0.067909494,0.858521741,-1.728089355,-1.742326998,0.22572619,0.145371746,-0.511979224,-0.721319497,0.075138409,-0.631990258,-1.038697059,-0.856453152,-1.776211717,-0.134898708,-1.284724243,-1.247937378,-0.52215155,1.00551235,-0.236902308,,,-0.45453659,-0.349659698,-0.605832807,-0.319082776,-0.233832419,0.608950885,0.414667291,-1.307742877,-1.414664883,-0.46446411,-0.932244149,,-1.593828995,-1.134168958,-0.261470995,-0.818629015
IPI:IPI00019581.1,33447736,,,,,,,,,,,,,,-0.250992575,,0.185284314,-0.330049646,,,-0.654709205,,,,,,,0.012890031,,,-0.188722777,,,,,,,,0.293280327,-0.103554667
IPI:IPI00019581.1,63871229,1.901660924,-0.547408887,,0.910762463,,,-0.102252602,,,,0.369317311,0.138176354,,-0.344984889,,0.069234773,-0.436030006,,0.163990383,0.938964531,0.987308587,,,,,,0.031369315,,,,,,,,,,,0.202472539,
IPI:IPI00019591.1,6634940,,,,1.263908886,,,1.602075285,,,,1.296533351,,,,,,,,,0.372094899,0.919890365,,,,,1.572690793,2.007960628,,1.215271902,,,,,,,,,,
IPI:IPI00019591.1,6643928,-1.337128011,-0.893621643,-0.947495831,-1.098588293,,-1.207048076,-0.587581768,-1.293847385,-1.080778131,-1.725250051,-1.126286033,-1.184584823,-0.852937585,-1.075974025,-1.216785519,-0.829706258,,-1.237774498,-1.023549544,-1.963219192,,-1.083078949,-0.461937219,-0.584192495,-0.836030216,-0.827342275,-0.281193771,-1.379857774,-0.539936229,-0.599574087,-0.691755042,-0.764213922,-1.117394701,-1.143627046,-1.077242961,-0.931488583,-0.426378987,-0.785605704,-1.312886325
IPI:IPI00019591.1,6675917,,-0.467094018,-0.102139847,-0.869896911,,-0.179347017,,-0.42280754,-0.138801149,-0.297033711,,-0.318625414,-0.135321367,-0.215658273,,-0.463333465,,-0.199561827,-0.490951062,-1.343599301,,-0.189734812,,0.400944778,-0.09849736,0.066726904,,-0.37472322,0.152794601,-0.293057617,-0.112573943,-0.32924053,-0.269280943,-0.164426124,,-0.487531149,0.337867892,-0.071631442,0.123843222
IPI:IPI00019591.1,6689587,0.528528923,0.385071462,0.778338034,0.183421544,1.246399378,1.145702003,1.456417388,0.711911326,1.605178619,1.110138715,1.077665806,0.562400651,1.334340843,1.146161873,1.757151203,0.851602501,1.152013053,1.175914328,1.175543162,0.126665744,0.048472386,1.233014147,0.489254201,1.83473067,0.666962145,1.30233441,1.38388472,0.842067883,1.379630486,0.82403673,0.831233146,0.735189967,0.652034576,1.027707218,1.096970936,0.412469499,1.142222988,0.805520194,1.201103318
IPI:IPI00019591.1,6712071,0.137235668,0.282245996,0.446483121,0.084302356,0.653767509,0.112129875,0.794723495,-0.097441854,0.723565067,0.154309053,0.200726663,0.167739349,0.196397721,0.941721642,0.77473842,0.431805545,0.31128537,0.586744615,0.406434455,0.358855935,,0.24595584,0.212786743,0.515434486,0.280546204,0.246584757,0.269490728,-0.210662769,0.371251082,-0.156899167,0.102554714,0.285416066,0.247209316,0.492564338,0.588196282,0.038357805,0.779782364,0.344869006,0.610517901
IPI:IPI00019591.1,6712303,-0.639440028,-0.447859374,-0.131053231,-0.760247623,0.102575229,0.015332086,0.546705479,-0.322857056,0.584375124,-0.245323863,0.072153565,-0.36056371,0.08138583,-0.138396601,0.52003484,-0.225138764,-0.12289827,0.035114574,0.059250761,-0.995803038,-0.939131622,0.365741843,-0.04094283,0.554660608,-0.137857926,-0.803093119,0.332185329,-0.206679606,0.406235269,-0.460915774,-0.358650728,-0.528317006,-0.276526694,-0.191585469,-0.017429176,-0.72803068,0.373615751,-1.275868502,0.18611069
IPI:IPI00019591.1,6719672,-0.019715925,-0.385970029,0.197442974,-0.354110051,0.58909099,0.432038213,0.867089788,0.219412252,1.035495152,0.315565367,0.469481745,-0.217643622,0.723782652,0.438080518,1.122801938,0.158225064,0.369688998,0.331311839,0.519344512,-0.392821412,-0.365313229,0.412606769,-0.054325349,1.026755313,0.17118169,0.62013541,0.655454363,0.105782908,0.747639402,-0.110961126,0.324019651,-0.030107398,0.059457568,0.120160794,0.460792865,-0.264203522,0.475635367,0.037891849,0.642952622
IPI:IPI00019591.1,6728719,-1.061579684,-1.11664138,-1.097449312,-0.995440672,,-1.069659782,-0.627978941,-1.07358704,-1.18503299,-1.365028138,-1.252240202,-1.197600637,-0.727719859,-1.127573309,-1.190878446,-0.569063155,-1.885194266,-1.139848489,-0.995701343,-0.763670514,-1.419624115,-1.018220993,-1.038128766,-0.913234811,,-0.761351932,-0.340481839,-1.54940343,-0.712374847,-0.842061013,-0.989955627,-0.826715227,-1.30535365,-1.27229438,-1.337182646,-1.011344088,-0.850511066,-1.107268208,-1.530639627
IPI:IPI00019591.1,6770038,,-0.858373762,-0.353843826,-0.324546498,0.503637831,0.609723671,0.887242912,,0.962169665,0.335169533,0.546180248,-0.322087012,,1.040785551,1.274184272,0.494578797,0.315063179,0.33246388,0.745554253,-0.1575029,-0.065891455,,-0.849791815,1.978444611,0.589369689,1.533525119,1.599402608,0.347853577,1.85788385,0.507610885,0.185270717,-0.636344728,0.130401019,-0.247868052,1.01529263,-1.139509438,-0.616923494,,
IPI:IPI00019591.1,6787115,,,-0.599768738,,,,-0.185755484,,-0.62487445,,-0.931822127,,,-0.910491613,-0.773991342,-0.018933209,,-0.645145268,-0.831453803,0.078385613,-1.034236961,,,,,,,,,,-0.570304945,,-0.855065484,,-0.886253127,,,,
IPI:IPI00019591.1,6787410,0.682184954,0.69947082,1.184439381,0.613217887,1.381619589,1.489193617,1.890361996,1.240028631,1.925909054,1.211737186,1.603957855,0.793589695,1.691974321,1.52293244,2.126923273,1.193784819,1.272179008,1.34268022,1.534318033,0.376899548,0.479277475,1.335414051,0.760548684,2.161238771,1.033532854,1.646302892,1.833633495,1.170671514,1.856568689,1.066401733,1.10448333,0.916673654,1.113663658,1.230800342,1.410085128,0.75651495,1.586788093,1.072578646,1.519804549
IPI:IPI00019591.1,6878555,,,,,3.920904405,,,,,,-0.416359946,,,,,,,,-0.154087472,,,,,,,,0.839516963,-1.248147949,,,,,,,,,,,
IPI:IPI00019591.1,6901802,,-0.629625431,,-0.334009542,0.394640564,0.391503136,1.093261494,0.569302058,1.016242771,0.211277205,0.593814733,-0.291648412,0.659535301,1.03475346,1.245691666,0.306802951,0.35512893,0.351541951,0.470974153,-0.335384508,-0.228374526,,,1.820497368,,,,0.63560365,1.709182729,0.287944023,0.131493381,-0.525574513,0.17677685,-0.091777911,0.925133576,-0.754652063,-0.036251937,-0.732837142,
IPI:IPI00019591.1,7316065,,,,,,,,,2.314823147,,,,,,1.980068243,,,,1.912797924,,,,,,,,,,,,,,,,,,,,
IPI:IPI00019591.1,7403383,,1.376410829,2.007692171,1.150460862,1.749678514,1.837345644,2.627874953,,2.529842536,,2.638660931,1.642111993,,2.598930246,3.645576057,2.182235983,1.862316489,2.069887423,2.560059675,,1.659699475,,1.663545274,5.089698083,,3.107150198,3.500812909,2.259613055,4.402585663,2.376340617,2.505475662,1.741640616,2.44281943,1.8605685,2.885118047,1.366818223,2.083259717,1.621584903,
IPI:IPI00019591.1,7425663,,-0.270274312,-0.472633616,-0.907166801,,-0.299148251,-0.103759195,0.177347737,0.390454149,-0.161101424,-0.124858764,,,-0.487275274,0.166854938,-0.441543689,-0.209691806,-0.013751526,-0.007623412,,,-0.286657548,-0.1604724,,,-0.221688414,0.008058897,-0.458949987,0.044575325,-0.571076524,,-0.561280003,-0.537871538,-0.325111646,,-0.670045916,0.176654162,-0.260573041,-0.051201823
IPI:IPI00019591.1,7437037,,1.17440832,,,,1.319411017,1.832403977,0.836817139,2.100621077,0.799129368,1.434639402,0.638918325,1.494334355,,2.187279203,,1.357568673,,1.594996749,,,1.789990021,1.44833602,3.251892567,1.938953043,2.207427277,,1.716624274,2.746729151,1.48683752,1.630465437,,1.514880433,,,,,1.472345684,
