MinOfORF,Mass_Tag_ID,CTR_,P10A,P10B,P11A,P11B,P12A,P12B,P13A,P13B,P14A,P14B,P15a,P15B,P16a,P16B,P17a,P17B,P18A,P18B,P19A,P19B,P1A_,P1B_,P2A_,P2B_,P3A_,P3B_,P4A_,P4B_,P5A_,P5B_,P6A_,P6B_,P7A_,P7B_,P8A_,P8B_,P9A_,P9B_
IPI:IPI00164623.3,7340730,,,,1.68120093,,,,,,1.194912031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPI:IPI00164623.3,7345991,0.051113701,-1.297417206,-0.828332005,-1.008928992,,-1.026469617,-0.990597725,-0.969392611,-1.201385086,-1.370155188,-0.663824444,-0.687273079,-0.80152534,,-0.959874661,-1.03348658,-1.428899002,-1.261325636,-0.992635754,-0.997204555,-1.082373267,-0.554735352,-0.751926577,-0.951148857,-1.063275326,-0.588901664,-0.517908748,-1.70720923,-1.022011473,-0.840119525,-1.086778895,-0.782897535,-0.793949531,-0.789384968,-0.868805911,-1.623707717,-0.993923807,-0.568729732,-0.833505259
IPI:IPI00164623.3,7485072,-0.105722468,,,-0.457174348,,-0.666512702,,-0.457370028,,,,0.050179077,-0.334458492,,,,,,,,-0.226748256,0.079909981,-0.182520196,-0.019850905,-0.828103697,-0.116209779,-0.085273451,-0.988599137,-0.597962813,-0.691252059,-0.403581035,-0.613711276,-0.460277814,0.019075971,,-1.355226775,,-0.008529648,0.065766475
IPI:IPI00164623.3,8177622,,1.695681021,2.443974481,2.063342009,1.856601764,1.897065807,2.163893223,1.587851159,1.605128033,1.39272052,2.503926502,2.684078868,2.349013856,1.005290636,1.709141899,2.164571298,1.884385731,1.84250319,1.858488625,1.733522779,2.018338343,1.893515384,2.232026383,1.595163413,,2.211992838,2.639775129,0.670348725,1.712377898,1.992178496,1.887413162,2.045536297,2.27655283,2.175396296,1.75802207,0.878627546,1.890939983,2.820196142,
IPI:IPI00164623.3,9292563,3.96660986,2.904085871,4.030590674,2.747558518,4.736285592,3.971804213,4.077358776,3.969240042,4.411928961,4.165452899,4.455812248,4.158033344,3.875888002,3.235832646,,3.141260629,4.295888481,,,2.375334293,3.240002144,4.044876466,3.288590272,3.548049001,3.128053152,3.771944612,3.706993279,2.779539616,3.198178733,3.098908899,3.049799397,3.195712687,3.852747379,3.897238279,3.678522215,1.772460166,3.29325652,4.466744465,4.37939145
IPI:IPI00164623.3,9342170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.791793334,,-0.942078254,,,,,,
IPI:IPI00164623.3,9372879,-1.607446995,-1.779279905,-0.920245907,-1.789876462,,-1.993730011,-1.572093902,-1.891044033,,,-1.386491775,-1.637101241,-1.181486265,-1.165526828,,,,,-1.343681494,2.625696632,,-0.153498811,-1.248265056,-0.681231283,-1.109118048,-1.362473738,-0.393505053,-1.746977634,-1.799291891,-1.526432589,-1.360430339,-1.065399824,-1.437945099,-1.563520975,,3.405145681,-1.59058278,-0.911262581,-1.525938841
IPI:IPI00164623.3,9387943,-1.069597699,-1.046438368,-0.645323233,-0.689413151,,-0.667211816,-0.734499913,,,-0.741352121,-0.029467454,-0.580667897,-0.324187771,,-0.750882804,-1.194457246,-0.955089651,,,,-1.370460064,-0.494940077,-0.220651461,-0.746820269,-0.753962197,-0.347873821,-0.429560913,-1.498234125,-0.999954075,-0.975581398,-0.800116861,-0.610407556,-0.588581294,-0.605933982,-0.627038035,-1.602507094,-0.706584084,,-0.490711397
IPI:IPI00164623.3,9616787,5.561891483,4.483552428,6.624668941,4.234023654,8.869905759,6.398412715,6.636835315,8.084099968,,6.012916973,,,,4.030212033,,4.548993737,7.654909799,7.648502942,,4.091478743,6.689142579,6.126240251,8.296563437,6.482587291,5.333464744,7.119553535,5.88314799,4.473188671,,5.226653722,6.929467712,5.792159341,,6.758051661,6.799807705,3.034805727,6.676192534,,
IPI:IPI00164623.3,9697490,,-0.719224932,-0.139660467,,,-0.725014611,-1.223549185,-1.641603791,-1.475933027,-1.662803077,-0.136253821,,-0.639070189,-0.703041805,-1.282585431,,,-1.487652576,-0.327459433,-0.835229441,,-0.933913281,-0.65168627,-0.826562053,-1.069371384,-0.643117046,-0.700009788,,-0.897817408,,-1.924551287,-0.473342237,,-1.222576134,-0.73384357,,-1.53325177,-1.051812551,-0.187209922
IPI:IPI00164623.3,9701077,3.369686328,3.357322712,3.224451683,3.081212957,2.45786528,3.145374023,2.525172602,3.289229617,2.64864979,2.680086482,2.916019692,3.249047755,3.145496775,2.922394245,2.76503939,3.029306171,2.229188439,2.859047741,2.682210217,2.813674156,3.049779395,3.729820874,2.895301891,3.191949811,2.659282664,3.80063221,3.221830871,2.394462632,2.565511522,3.296872683,2.591143015,3.028026951,2.984834808,3.522572647,3.062799096,2.312909536,2.843114801,3.676335847,3.303115528
IPI:IPI00164623.3,9702032,-0.106080553,-0.162359217,0.288605949,-0.37519526,-0.291660951,0.19537343,0.269384426,-0.048528363,0.041947271,-0.276060802,0.632496171,0.120394182,0.637460979,-0.332760593,0.157659114,-0.378022447,-0.148074851,-0.095928472,0.073306292,-0.923354652,-0.106316927,0.175011814,0.346818979,0.038143781,-0.093203466,0.279766924,0.404176345,-0.768824248,-0.122378864,-0.252502026,-0.276648815,0.130462038,-0.021418556,0.125607853,0.099823397,-1.094860817,-0.092165991,0.62899882,0.390160861
IPI:IPI00164623.3,9709271,,,,-0.414146594,-1.145625874,-0.448568479,,,,-0.862120487,0.156720591,-0.159872372,-0.0626444,,-0.489982526,-0.539788364,-0.920251075,,,,-0.524923667,-0.09951489,-0.043960651,-0.506784767,-0.442025643,-0.191165884,0.096786156,-1.193487725,-0.537780298,-0.433222314,-0.486607565,-0.224185794,-0.22255759,-0.286830007,-0.26567202,,,,
IPI:IPI00164623.3,9717649,-0.824924792,-0.80518638,-0.382166203,-0.97134223,,-0.527189521,-0.722603341,-0.579589029,,,0.242878456,-0.902776595,-0.131847716,,-0.264750751,-1.186503679,-0.942660896,,,-1.091343048,-0.892441462,-0.270569585,-0.074482501,-0.240839055,-0.296641681,-0.022857528,-0.033646237,-1.197319236,-0.410849058,-0.844014515,-0.649002559,-0.455082274,-0.29495459,-0.341129796,-0.060957493,-1.734376274,-0.535152671,-0.08845463,-0.078636971
IPI:IPI00164623.3,9844546,,,,,,,,,,,-1.309749656,,,,,-0.692321699,,,,-0.866739456,-1.055498331,,,,,,-0.883671363,,,,-1.432210636,,,,,,,,
IPI:IPI00164623.3,10094122,-1.156709754,-1.358250552,-1.279832886,-1.319086326,-1.737544254,-1.509555614,-1.462014686,-1.533204548,-1.587221387,-1.747384163,-0.924511343,-1.104648473,-0.979960653,-1.736191503,-1.378113975,-1.204810074,,-1.47658873,-1.347555918,-1.094475034,-1.274178036,-1.176998477,-0.929058734,-1.545005271,-1.456102057,-1.04648408,-0.721123996,-2.173263603,-1.623385633,-1.140964548,-1.508118205,-1.125318578,-1.224023104,-1.194837986,-1.260968972,-1.894599252,-1.42183187,-0.797759258,-1.10239678
IPI:IPI00164623.3,10094156,3.015385722,,,,,,,,,,3.145286457,4.328098046,,1.879897227,,0.098235727,,1.205943922,,,-1.05555059,4.964822941,,4.753679524,5.123415529,,4.819009411,,4.816104262,,6.200338752,,,,,2.055331662,,,
IPI:IPI00164623.3,10094623,1.996051238,1.959846531,2.792538658,2.092113613,2.862210304,2.384948155,2.257322947,1.862197506,2.122279373,1.659947288,3.303004246,2.713708097,2.658037316,1.243506568,2.634807486,1.964168848,2.577752262,1.649585198,1.835468892,2.068020748,2.317487352,3.32302085,2.781140733,3.704339923,3.162439437,2.989756311,3.608528897,2.481405594,3.435949156,3.24139153,2.96641592,3.388611123,3.444343526,3.721035366,3.579353315,1.271054701,2.675598761,3.052468029,3.206479541
IPI:IPI00164623.3,10115912,0.115994386,-0.017680386,0.175744856,,-0.291342841,0.132361274,0.050291631,0.348644046,-0.092072806,-0.288187653,0.650412602,0.175370976,0.447656707,0.151551915,-0.096013529,0.245329599,-0.43952989,0.062660548,0.342392081,0.490812846,0.293088833,0.113016108,,,0.255900407,,0.658759994,-0.636328113,,0.327397976,,0.392474803,,0.103829784,,-0.271573131,0.165017709,0.645626966,0.03600198
IPI:IPI00164623.3,10127746,,,,,,,,,,,,-0.820324016,-0.777311495,,,,,,,,,,,,,-0.928671839,-0.978977176,,,-1.25917357,,-0.773336686,,,,,,,
IPI:IPI00164623.3,10137117,0.586088308,0.295903567,0.858963567,0.340971337,0.379469875,0.7047711,0.495861779,0.508229585,0.46796424,-0.179359037,1.19385363,0.74741776,0.890975458,0.550671669,0.679313584,,,0.360357905,,,0.455375973,,,0.61554748,0.473574463,,0.612035999,-0.394822545,0.50364512,0.327009031,0.266499483,0.657429868,,0.841099612,1.114293345,,0.534402266,0.806890345,1.067134883
IPI:IPI00164623.3,10145144,0.702722679,0.421400701,0.856373991,0.488186107,0.645862675,0.583854993,0.491727927,0.628309955,0.604935161,0.521911084,1.093483346,1.185052151,1.015417601,0.345725385,0.828275194,0.567820179,0.685448168,0.469095323,0.552156446,0.405195865,0.64831763,1.13904585,0.736485412,0.633456987,0.486596278,1.132422009,1.061882403,,0.516106318,0.586097144,0.522307783,0.7397664,0.86126416,,0.770771252,,0.654046548,,1.100141313
IPI:IPI00164623.3,10145287,,,,,,,,,,,,,,,,,,,,,,-0.182535926,,,,,,-0.511464883,,,,,,,,,,,
IPI:IPI00164623.3,10150393,-1.032254418,,,,,,,,,,,,-0.86793444,,,-1.047455946,,,-0.694307772,-0.804815542,,-0.400315969,,,,,,,-1.34076346,,-0.901972709,,,,,,,,
IPI:IPI00164623.3,10170352,0.149602228,-0.219041404,0.205185695,0.18623373,-0.440010121,0.068004963,0.079990396,0.060506227,-0.430523119,-0.611907335,0.360039485,0.45510607,,-0.22481278,-0.150340751,-0.063535336,-0.70939427,-0.389405,-0.033703484,0.240145973,0.249348465,0.400728247,0.181546007,-0.126873662,-0.182891086,0.523961152,0.591721045,-0.886949148,-0.038244078,0.341354604,-0.154247341,,,0.350141873,0.19860055,-0.789865939,-0.061640726,0.676045304,0.284910155
IPI:IPI00164623.3,10179819,-0.889871788,-0.894025158,-0.215896931,-0.481712094,-0.014885112,-0.305014635,-0.238707016,-0.30055574,-0.353585212,-0.514125135,0.303655814,-0.620431913,0.384548773,-0.804289491,0.002871085,-1.026603958,-0.088920634,-0.63710992,-0.320393887,-0.711634362,-0.570029126,0.146325464,-0.416589683,0.054283421,-0.475091996,0.411708918,0.274880578,-0.932786939,-0.223180325,-0.190691318,-0.280255214,-0.170665116,0.038114436,-0.058323126,-0.086610041,-1.325859958,-0.603717794,0.319837696,-0.092071578
IPI:IPI00164623.3,10182707,-0.028523597,0.055444356,0.551848239,0.539078759,0.484368873,0.549054072,0.221508407,0.150596463,0.448379379,-0.074243347,0.856029458,0.631073048,0.379520901,-0.038308648,0.443821971,-0.251735754,0.166044564,0.05724952,0.421949583,-0.267542851,0.057005619,0.512687028,0.442394827,-0.072898983,-0.044500225,0.358964097,0.618355297,-0.955285417,-0.062889481,0.175663022,-0.047942923,0.339193799,0.463936946,0.548406049,0.548545091,0.000247451,0.261466801,0.791601434,0.860383698
IPI:IPI00164623.3,10184451,-0.760379565,-0.692004816,-0.997286459,-0.648395264,,-1.27490434,-1.137551298,-1.099503426,-1.47550947,,-0.802347974,-0.493002494,-0.579993097,,-1.365281174,-0.671059401,,-1.403516287,-1.275839497,-0.578692393,-0.995334482,-1.114736571,-0.673455259,,,-0.648272551,-0.621905403,,-1.681241738,-1.113885933,-1.289466858,-0.806899705,-1.02041071,-1.319385684,,,-1.344625934,-0.662765372,-1.366175758
IPI:IPI00164623.3,10184846,-0.21758923,,0.176998831,-0.061276723,-0.459360648,0.021922769,-0.17920653,0.057286831,-0.138134148,-0.643189827,,0.436791933,0.345639066,-0.375172384,0.050084923,-0.535776461,-0.464239646,-0.402090458,0.322888332,-0.701442655,-0.197743907,,0.332125869,0.044425712,-0.104256983,0.301996931,0.460168451,-0.8302918,-0.008576563,-0.10826067,-0.213997772,0.043243831,0.32410418,0.059510064,0.264007088,,0.065701907,0.429501446,0.438089973
IPI:IPI00164623.3,10187591,,,,,,,,,,,,,,,,,,,,0.57285547,,,,,,,,,,,,,-0.898593042,,,,,,
IPI:IPI00164623.3,10266785,-0.99478282,-1.278434366,-0.939328981,-1.20238938,-1.657031751,-1.203458054,-1.165720905,-1.234389471,-1.281725863,-1.518810421,-0.616512173,-0.630782205,-0.854745986,-1.572380146,-1.179612679,-1.102940317,-1.301955199,-1.268151776,-1.113541722,-0.82576417,-1.238515549,-0.96225174,-0.778482571,-1.305117078,-1.342665169,-0.965528837,-0.589875146,-2.138480237,-1.432419777,-1.367723678,-1.155872576,-0.937982368,-1.107793371,-1.046289032,-1.286001945,-1.97529026,-1.229456684,,-0.832317
IPI:IPI00164623.3,10354722,0.021715326,-0.195346063,0.136756763,-0.32369876,0.0227021,-0.123500934,0.082873485,0.035329529,-0.11696523,-0.320809532,0.310339751,0.243873404,0.202606283,0.017386783,0.044267403,-0.10457888,-0.1168089,-0.051021162,-0.122085177,-0.266219841,-0.000818203,0.498895855,0.199547293,0.043402528,-0.105018119,0.406240987,0.551153805,-0.668340252,-0.203086754,-0.197505962,-0.053399797,0.161839685,0.147503541,0.150380874,0.134540251,-0.725779941,0.006759367,0.647591238,0.452648422
IPI:IPI00164623.3,10369714,0.207933232,-1.854572804,-1.938110982,0.048480464,-1.469761419,-1.732858133,-1.910046104,-1.135044043,-1.712296503,-1.799182091,-1.409133072,-0.429836198,,,-1.787100547,-0.985530214,-1.722597623,,,-0.606072461,0.114627929,-1.477246474,-1.884722596,,,-1.681907222,-1.4343582,,-2.183266313,-1.10342566,-1.015083405,,-0.56772448,-1.556354771,-1.765677367,-0.433648935,-1.567132242,-0.17499622,-1.638382876
IPI:IPI00164623.3,10624861,-0.534000735,,,-0.591324897,,,,-2.081978459,,,,-1.039498922,,,,,,,,-1.374682719,-0.762528263,-1.924585423,,,,,,,,-1.793635409,-1.818613987,,-1.190725353,,,-0.891674279,,-0.855862864,
IPI:IPI00164623.3,10849639,-0.776691263,-1.345791863,-0.916123376,-1.051232573,-1.408135598,-1.247770789,-1.009951039,-1.097540338,-1.320952958,-1.498401733,-0.769530437,-0.591642863,-0.819517487,,-1.17916462,-0.925373389,-1.217814566,-1.307016058,-1.312639575,-1.084444677,-1.032387632,-0.915942196,-0.793202221,-1.378157326,-1.35100019,-0.839150254,-0.507577891,-2.195441776,-1.270839165,-1.064053043,-1.153598906,-0.897542094,-1.114952256,-1.064612252,-1.231341902,-1.857989404,-1.165605237,-0.434311118,-0.962983888
IPI:IPI00164623.3,11672416,,,,,0.914795731,,0.717581108,,,,1.590314913,,1.062260151,,1.331948584,,0.768381716,0.813994772,0.951905117,,1.032230425,,,,0.344032798,,,,,,0.6216609,,,,1.172987569,,0.893198099,,1.474012083
IPI:IPI00164623.3,13537793,1.533038727,1.725706518,1.601122081,1.324027515,1.201095282,1.36245101,1.696053393,1.479122773,1.443631711,1.22672313,2.187024406,1.942550611,1.911756675,,,1.326625428,1.381939346,,,1.396806533,1.550792731,1.837487612,2.413565461,1.443988592,1.33301926,2.437887535,1.913059654,0.879549501,1.260794214,1.367996043,1.546263459,1.687510124,2.040514512,2.144536589,1.910743513,0.493732816,1.446011529,2.190047762,1.724566039
IPI:IPI00164623.3,15355353,1.41152056,0.405779879,1.256247161,,,0.884909947,0.338189242,1.295434275,1.402831553,0.567413009,1.72228657,0.409857616,1.939963767,0.737224007,1.274409877,0.725164818,0.704373056,0.47556429,1.153045244,-0.173600903,3.846304783,,,,,,0.682167318,1.820653686,,2.143702054,,,,,,0.316321472,0.385538656,1.403114547,1.195390333
IPI:IPI00164623.3,15461288,,,-1.677267308,-1.417638581,,,,,-1.403013971,,-0.779390207,,,,-0.693991142,-0.444163501,,,-0.840188259,-0.261459822,0.012949765,,,,,-0.158629528,3.44E-05,,-0.507923497,,,,-1.508660313,,-1.142104765,,,,
IPI:IPI00164623.3,15491463,,,,,,,,,,,,,,,,3.748747278,,,,2.316979716,,,,,,,,,,,,,,,,,,,
IPI:IPI00164623.3,15495959,,0.263503253,0.8797049,-0.161767909,,,1.217987414,0.112283187,,,0.916515052,0.963052457,,0.691565307,0.183326022,0.458440938,,1.453011048,0.48207204,0.789242597,1.107926178,,0.774529209,0.237400165,0.404347878,0.484874419,0.768533602,,-0.189212056,0.06476576,1.081497072,0.436369102,0.155399319,0.675194956,,0.048922094,,0.412684181,
IPI:IPI00164623.3,76545268,-1.702507108,,,,1.222478658,,,0.473865067,,,,,,,,,,,,0.656390113,,,,,,,,,,-0.121327166,,,,,,,,2.529087359,
IPI:IPI00165421.3,6645351,-1.177872901,-1.602962319,,-1.280183786,,,-1.894452139,-1.747977532,-2.377545297,,-2.003609299,-1.554724287,-1.62489503,,,-1.628248146,,,-1.887358473,-1.011281666,-1.65263784,,-1.378562884,,-1.640872059,-1.761092613,,-1.556001222,-1.6005078,-0.7590006,-1.472301357,-1.047691103,-1.835186261,,,,,-1.591644094,
IPI:IPI00165421.3,6709099,1.954314648,0.718219608,1.187964581,0.737544299,0.445151553,0.77454317,0.82346373,0.697069228,0.388402234,0.417756549,0.703667653,0.500623495,0.976089469,0.443305719,0.855835885,0.225172907,0.495036809,0.166882913,0.637195153,1.13131345,1.19973193,0.698707292,0.479519834,0.744959798,0.619776487,0.728686514,0.23688222,1.359013702,1.427125777,1.434797308,0.22379488,0.721792712,0.868043267,0.735497789,0.679763039,0.081503456,0.249618576,0.666038744,0.557378275
IPI:IPI00165421.3,6711441,,-0.092100559,0.358414183,0.360285947,-0.974243894,0.328880075,-0.003997814,0.527821755,-0.447058848,-0.211960772,0.263233599,-0.206792537,,-0.089152461,0.437696637,0.285520858,-0.437490377,-0.72059125,0.49291038,0.973174678,1.039013955,,,1.043655596,0.264972083,0.990655368,,0.789048493,1.218127618,1.953624936,0.802498822,0.514582548,0.339951019,-0.182034092,0.393996308,-0.217448066,-1.039704799,-0.062743955,
IPI:IPI00165421.3,7347111,-0.02583643,-0.78558531,-0.921815838,-0.338142471,,-1.08106314,-1.271777526,-0.829752682,,-1.442085777,-1.331702186,-0.751889603,-0.666513774,,,-0.908703291,-1.876785836,,-1.158209021,-0.062519268,-0.698084932,-0.88503941,-0.578299246,-1.32953205,-0.900244069,-0.991767574,-1.064132811,-0.537156809,-0.742155947,0.239705202,-0.78060851,-0.193147791,-1.094153306,-1.080043504,-1.358707845,-1.065064829,-1.436582707,-0.899370206,-1.801569616
IPI:IPI00165421.3,8965817,0.402489486,-0.64974495,-0.429368545,-0.650403307,-0.633759539,-0.362019741,-0.755413448,-0.405560854,-0.592370023,-0.555713508,-0.514434911,-0.660151157,-0.402568403,-0.883663451,-0.383140755,-1.053117773,-0.425061616,-1.033139795,-0.493586428,-0.678984221,-0.432555981,-0.168190839,-0.564902518,-0.311179513,-0.422505652,-0.185633942,-0.843658102,0.238604876,-0.10925287,0.357173557,-0.438536497,-0.191499834,-0.375877508,-0.301284031,-0.67160588,-1.029270749,-0.865772922,-0.382770009,-0.677073062
IPI:IPI00165421.3,9557633,-1.170818048,-2.05920332,-1.750203563,-1.842082714,,,,-1.726133554,-1.961604236,,-1.917684907,-1.890462232,-1.685300888,,-1.717741162,,-1.92982021,,-1.905131503,-1.833491964,-1.697775522,-1.627216983,,-2.010361118,,-1.776296351,,-1.293539668,-1.581159509,-1.139263568,-1.722068737,-1.484642711,-1.822176666,-1.819237964,,-2.361287984,,-1.846882302,-2.077945043
IPI:IPI00165421.3,10115309,,2.748680673,3.189457901,2.795555055,1.879498174,2.584841684,2.752375152,,,,2.889199468,2.447262404,,,2.5942537,,,,2.417294928,3.012835809,3.230330561,,2.10804643,2.569690029,,2.679007238,1.95422888,,3.473281479,4.179698782,2.155973863,2.370995991,,2.435783804,2.16108651,1.845308923,1.634011618,2.497868325,
IPI:IPI00165421.3,10142574,1.238390249,0.160877454,0.460076288,0.300905624,0.550048722,0.484550141,0.317288747,1.158986597,0.60245081,0.421133239,0.582633641,0.126146537,0.844740536,-0.092374041,0.780536387,0.092498726,0.577146652,0.04324085,0.57967652,0.748170321,0.955858036,0.315492037,,0.186446856,0.132382648,,-0.234765608,1.225961416,0.460367201,1.403228449,0.145973926,0.592808187,0.407490021,0.242338844,0.153858043,-0.383173416,0.184874498,0.305005843,4.055618691
IPI:IPI00165421.3,10196806,1.047095451,0.152188232,0.385579864,0.243585929,0.661261366,0.483329534,0.176769794,0.700285086,0.55693925,0.333568346,0.551480143,0.456179811,0.715301035,-0.278216603,0.826444866,-0.027811053,0.713479428,0.00077084,0.566215094,0.12956812,0.686715655,0.770081153,1.057094837,0.8108027,0.601544421,1.53285519,4.87E-10,1.155458074,0.782556861,0.926316278,0.667495412,0.866870822,1.058561204,0.958214441,0.570945695,-0.376582994,-0.09742004,0.367571038,0.079594637
IPI:IPI00165421.3,10307379,0.99867916,0.154989054,0.364075318,0.179912675,0.50758985,0.539236337,0.262351368,0.872616352,0.5942363,0.389541986,0.719378789,0.385357659,1.005099131,-0.096343782,0.777960039,0.147362527,0.843807345,0.160605878,0.700371845,0.821243827,0.879754726,0.717525992,0.468147593,0.760714759,0.738211473,0.632045442,-0.257161227,1.259070714,0.771904306,1.050262347,0.765669899,0.911938906,1.130959118,0.801608963,0.723777587,-0.107289879,0.344106296,0.369500317,-0.358634327
IPI:IPI00166189.1,33354351,,,,-0.154518397,0.817291808,,,0.921505073,1.24991555,1.104165654,,0.930983002,,,0.944866195,,0.90530092,1.121525902,-0.037478134,,,,,,,,,,,,,,,,,,,,
IPI:IPI00166930.4,6634859,,0.092055759,-0.325373803,1.500903561,0.360458172,-0.271747375,0.20047617,,,,-0.018245525,0.590556613,-0.601278677,0.291005177,,0.834741632,0.853631025,-0.114764847,-0.723859316,0.637325752,0.33456883,-0.212394906,0.087203392,0.252991105,0.868581762,0.168160861,0.49150053,-0.496994438,-0.493909933,0.295970049,0.062603892,-0.155527054,0.155008925,-0.029167644,0.281757898,0.571369412,0.559443133,-0.568388692,
IPI:IPI00166930.4,6748545,-0.540032054,-0.594269608,-0.827964525,0.469650275,0.105805895,-0.348294689,0.275866875,0.068012086,-0.610587739,-1.320220092,-0.410881515,0.135810763,-1.132221142,-0.18347247,-0.609458153,-0.123717772,-0.173221842,-0.422414973,,0.220977515,-0.047926398,-0.766591971,-0.173180683,-0.192236614,0.36303674,-0.199549384,0.115681115,-0.632705123,-0.782141011,0.069516454,-0.283373109,-0.600337089,-0.122673231,-0.903575238,-0.031706284,0.098886976,0.01091771,-0.793446803,-0.956985018
IPI:IPI00166930.4,6854839,,-2.37015468,,,,,,,,,,-1.617505919,,,,,,,,,-2.352209032,,,,,,,,,-1.981335726,-2.290756526,-2.267969075,,,,-1.809251248,,,
IPI:IPI00166930.4,10165440,,,-0.268047718,,0.723987157,,0.639058581,,0.290647405,,0.128581921,0.884401884,-0.283643703,,-0.039167068,0.304670534,0.041969977,-0.168764994,-0.586749419,,0.368913354,,,,,,0.785730086,,0.153424101,,,,0.923867987,,0.644268105,,,,
IPI:IPI00166930.4,10180530,,,-0.655683826,0.432740634,0.162352951,-0.237209651,0.250307817,0.026393796,-0.38157031,,-0.453715372,0.091269047,-0.805546135,,-0.360786041,-0.034107965,,-0.369683657,-0.921873454,0.138205509,-0.188820728,,,,0.341392285,,0.311874905,-0.497621843,,-0.125307766,-0.043590642,,0.214029477,,0.148077565,0.158374255,0.242259789,,-0.572911676
IPI:IPI00166930.4,10441455,-0.141378692,,,,,,,,,,,,,,,0.473316986,,,,,,,,,,,-0.030322185,,,,,,,,,,,,
IPI:IPI00166930.4,10459294,0.635947902,,,,,,,,,,,,,,,,,,0.185083098,,,,,,,,,,,,,,,,,,,,
IPI:IPI00166930.4,10477836,,0.264259703,0.188347623,1.234869056,-0.288572226,0.569190152,0.802825641,0.946652599,0.071898552,-0.472460348,0.226356121,0.596363196,-0.031225509,1.004599746,0.178429178,0.760980215,-0.095258162,0.174511466,-0.17009463,1.481879308,0.977648387,-0.026470991,0.108636839,0.329857524,0.553473428,0.767443524,1.160373843,-0.249373979,-0.030680102,0.676815455,0.503966188,0.220845371,0.546556403,-0.317253165,0.62130655,0.649480168,0.281395614,-0.065431737,-0.143182231
IPI:IPI00166930.4,10734088,,,1.348764892,0.812564775,2.131288879,,2.190530047,,1.440730359,,1.044208506,,0.46629692,,1.741788555,,1.664626578,,0.784330229,,,,,,,,1.270131568,,0.686214437,,1.543325889,,1.825443111,,2.108910958,,2.062554186,,0.911216368
IPI:IPI00166930.4,12925790,-0.215380205,,,,0.655553902,,,,,,,,-0.65589142,,-0.154914927,,,,,,,-0.259906513,0.451511479,0.573924881,,0.554236302,0.291382125,-0.251024721,-0.394779849,0.118508776,,-0.245676826,,-0.615937758,,,,,
IPI:IPI00166930.4,15495431,0.338546447,0.314416145,-0.066341563,1.279945396,0.859921741,0.581833258,1.09098347,1.29270928,,,0.132718079,0.723643195,-0.37047234,0.944512429,0.148207466,0.562389317,0.590853926,0.394311104,-0.427970665,0.307014211,0.902797141,-0.139717924,,0.481881025,1.141794648,,0.932600307,-0.062981359,-0.407627316,0.832311441,-0.291865805,,,-0.114138419,0.09291994,0.937030516,0.718993116,-0.03099539,-0.202867953
IPI:IPI00166930.4,15521412,,-0.640460007,-1.315186466,0.384424034,,-1.013417242,-0.577842983,-0.639751749,-1.893791464,,-1.492031648,-0.221048827,-1.711875263,-0.866916212,,-0.243338958,-2.149084041,-1.254512029,-1.763418962,0.074955426,-0.675930388,,-0.40031309,-1.46903604,-0.307633069,-0.867071435,-0.166456108,-1.746518352,-1.453303794,-0.376069374,-0.744336554,-0.768653216,-0.884042958,-1.461006526,-1.098670805,-0.108637629,-0.666362511,-1.093827983,-2.028041582
IPI:IPI00166930.4,15711925,2.202882361,1.577694642,0.657256363,,,1.020026601,1.158017832,,,,,1.692758688,-0.380791625,,-0.094437328,1.538262719,-0.150970114,0.708187261,,3.548194494,1.618249664,,0.896018211,,,,,,,,,,0.763766136,-0.077339944,,,0.718601761,,0.231225562
IPI:IPI00167093.3,6709040,0.371633848,-0.578507514,0.030063428,-0.063997522,-0.024154505,-0.243510985,-0.790944321,-0.815280152,0.488657282,0.403274583,0.665430408,0.454989843,-0.082245599,-1.289187527,1.178976116,-0.930468963,0.724386832,-0.535304571,0.012165742,0.050706564,0.029440394,-0.361343083,-0.387775632,-0.077403023,-1.250393916,-1.066488472,-1.116870864,0.212873915,0.173696401,-0.956013114,-0.306351838,-0.704004877,-0.969908361,0.824657557,-0.461300851,-1.866944493,-0.592110063,1.039075168,-0.366922641
IPI:IPI00167093.3,10110800,0.161232324,-0.334396612,,0.057560799,,-0.46573472,-0.704644084,-0.391022812,0.154376726,0.328478543,0.114407324,0.333040125,-0.034786471,-0.999286568,0.962019938,-0.769682654,0.511348544,-0.127346427,-0.408206674,-1.066525477,-0.140168975,0.045618251,,0.138789954,-0.919810935,-0.746350946,-0.825618927,0.135804242,0.061566625,-0.64866365,-0.173158044,-0.137904028,-0.692061047,0.927006332,-0.319675589,-1.33488951,-0.290367328,0.847208769,-0.474709407
IPI:IPI00167093.3,10360397,-1.188922718,-0.861966292,-1.427833406,-0.952118889,,-1.727067341,-1.583864433,-1.602648057,-1.148827352,-0.553371451,-1.303512844,-1.121783858,-0.878255018,-1.446434114,-0.443173733,-0.678924708,-1.439338625,-1.263897447,-0.935975553,-1.327986782,-1.104738977,,,,,,-1.104561949,,,-1.341096955,,,,,,-1.48856231,-1.093403036,0.105924358,-1.644194352
